Id,Test,DAM,SIRE,Id.2,animal,Mass,Temp,Time_center,Time_edge,Time_periphery,Time_out,UZ,Dist_OF,Dist_AP,Velo_OF,Velo_AP,Peak_fq,Pulses_p_chip,Time_calling,Chirp_dur,Chirp_rate,Pulse_rate,Call_ampl
AD_CS2_134_132_147,C,134,132,147,347,263,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4547.793354,2.244755245,77.48419,0.090307914,11.07322668,24.48318195,0.254942098
AD_CS2_134_132_147,OF,134,132,147,347,NA,27,0.24,199.04,4.16,4.4,28,622.505,NA,2.92586,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_147,OF,134,132,147,347,271,27,5.04,176.36,0,5.04,33,575.38,NA,2.87805,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_151,AP,134,132,151,351,570,25,NA,NA,NA,NA,NA,NA,163.544,NA,0.811233,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_151,AP,134,132,151,351,NA,27,NA,NA,NA,NA,NA,NA,292.863,NA,1.43195,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_151,C,134,132,151,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_151,OF,134,132,151,351,547,25,0,0.16,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_151,OF,134,132,151,351,NA,26,0,205.72,1.24,1.24,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_153,AP,134,132,153,353,520,25,NA,NA,NA,NA,NA,NA,253.139,NA,0.881894,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_153,AP,134,132,153,353,NA,27,NA,NA,NA,NA,NA,NA,431.473,NA,2.04257,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_153,C,134,132,153,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_153,OF,134,132,153,353,NA,27,1.04,194.96,0,1.04,27,496.64,NA,2.42548,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_153,OF,134,132,153,353,460,26,1.72,180.4,0,1.72,29,330.57,NA,1.59419,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_154,AP,134,132,154,354,402,25,NA,NA,NA,NA,NA,NA,249.426,NA,1.24988,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_154,AP,134,132,154,354,NA,27,NA,NA,NA,NA,NA,NA,372.54,NA,1.84243,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_154,C,134,132,154,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_154,OF,134,132,154,354,385,27,0,187.32,9.6,9.6,24,492.613,NA,2.46405,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_154,OF,134,132,154,354,NA,27,32.6,143.6,8.6,41.2,32,325.627,NA,1.58348,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_155,AP,134,132,155,355,481,26,NA,NA,NA,NA,NA,NA,186.607,NA,0.948399,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_155,AP,134,132,155,355,NA,26,NA,NA,NA,NA,NA,NA,382.005,NA,1.84508,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_155,C,134,132,155,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_155,OF,134,132,155,355,NA,27,0,202.96,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_155,OF,134,132,155,355,469,25,0,208.48,0,0,16,85.6139,NA,0.406292,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_156,AP,134,132,156,356,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_156,AP,134,132,156,356,406,26,NA,NA,NA,NA,NA,NA,308.298,NA,1.54303,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_156,C,134,132,156,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_156,OF,134,132,156,356,384,25,0,161,0,0,21,131.731,NA,0.672097,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_134_132_156,OF,134,132,156,356,NA,26,0,194.72,12.4,12.4,22,374.697,NA,1.80421,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_160,AP,113,99,160,360,707,25,NA,NA,NA,NA,NA,NA,553.016,NA,2.63241,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_160,AP,119,99,160,360,NA,26,NA,NA,NA,NA,NA,NA,615.812,NA,3.10514,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_160,C,113,99,160,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_160,OF,113,99,160,360,612,26,0,205.56,0,0,6,25.8377,NA,0.125719,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_160,OF,113,99,160,360,NA,27,0,196.72,9.2,9.2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_162,AP,113,99,162,362,NA,27,NA,NA,NA,NA,NA,NA,435.781,NA,2.19471,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_162,AP,113,99,162,362,708,25,NA,NA,NA,NA,NA,NA,473.039,NA,2.253,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_162,C,113,99,162,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_162,OF,113,99,162,362,664,26,4.52,151.68,0,4.52,29,255.962,NA,1.46902,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_162,OF,113,99,162,362,NA,27,4.92,172.04,0,4.92,25,437.425,NA,2.29306,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_163,AP,113,99,163,363,466,25,NA,NA,NA,NA,NA,NA,182.951,NA,0.879403,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_163,AP,113,99,163,363,NA,26,NA,NA,NA,NA,NA,NA,341.445,NA,1.73993,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_163,C,113,99,163,363,466,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4808.808864,2.005555556,11.95919,0.066439944,15.05118658,30.22384228,0.329752333
AD_CS2_113_99_163,OF,113,99,163,363,459,26,0,185.4,0,0,19,182.398,NA,0.887841,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_163,OF,113,99,163,363,NA,28,0,168.68,22.4,22.4,29,335.505,NA,1.66686,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_166,AP,113,99,166,366,734,25,NA,NA,NA,NA,NA,NA,308.528,NA,1.47932,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_166,AP,113,99,166,366,NA,27,NA,NA,NA,NA,NA,NA,386.089,NA,1.8305,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_166,C,113,99,166,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_166,OF,113,99,166,366,670,26,5.08,174.12,0,5.08,33,515.571,NA,2.50374,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_166,OF,113,99,166,366,NA,28,4.16,166.48,12.96,17.12,34,712.567,NA,3.53596,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_169,AP,113,99,169,369,661,25,NA,NA,NA,NA,NA,NA,516.947,NA,2.47865,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_169,AP,113,99,169,369,NA,27,NA,NA,NA,NA,NA,NA,702.073,NA,3.53013,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_169,C,113,99,169,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_169,OF,113,99,169,369,583,26,0,205.92,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_169,OF,113,99,169,369,NA,27,0,182.88,0,0,32,543.739,NA,2.71652,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_170,AP,113,99,170,370,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_170,AP,113,99,170,370,NA,27,NA,NA,NA,NA,NA,NA,383.831,NA,1.83968,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_170,C,113,99,170,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_170,OF,113,99,170,370,NA,27,0,118.88,8.96,8.96,28,521.987,NA,3.36852,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_170,OF,113,99,170,370,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_175,AP,113,99,175,375,NA,27,NA,NA,NA,NA,NA,NA,160.608,NA,0.79336,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_175,AP,113,99,175,375,361,25,NA,NA,NA,NA,NA,NA,161.539,NA,1.12055,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_175,C,113,99,175,375,361,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776.299392,1.993939394,46.31808,0.070178909,14.24929531,27.77768151,0.370677682
AD_CS2_113_99_175,OF,113,99,175,375,NA,27,0,13.04,9.36,9.36,1,1.00111,NA,0.077726,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_175,OF,113,99,175,375,367,26,11.32,125.92,0,11.32,27,274.031,NA,1.337,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_182,AP,113,99,182,382,NA,27,NA,NA,NA,NA,NA,NA,361.206,NA,1.71741,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_182,AP,113,99,182,382,794,25,NA,NA,NA,NA,NA,NA,578.547,NA,2.77401,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_182,C,113,99,182,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_182,OF,113,99,182,382,771,26,0,201.68,0,0,20,326.239,NA,1.56545,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_182,OF,113,99,182,382,NA,27,0,192.88,9.92,9.92,24,400.618,NA,2.0369,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_183,AP,113,99,183,383,893,25,NA,NA,NA,NA,NA,NA,202.505,NA,0.9719,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_183,AP,113,99,183,383,NA,26,NA,NA,NA,NA,NA,NA,260.513,NA,1.32294,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_183,C,113,99,183,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_183,OF,113,99,183,383,NA,27,0,180.4,1.96,1.96,23,354.915,NA,1.67697,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_183,OF,113,99,183,383,841,26,3.64,183.6,0,3.64,29,290.864,NA,1.41223,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_186,AP,113,99,186,386,416,25,NA,NA,NA,NA,NA,NA,621.851,NA,2.9845,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_186,AP,113,99,186,386,NA,26,NA,NA,NA,NA,NA,NA,694.605,NA,3.53813,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_186,C,113,99,186,386,416,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5007.210343,1.396527778,42.52115,0.029528576,33.86549987,32.74625754,0.173925778
AD_CS2_113_99_186,OF,113,99,186,386,433,26,0.76,184.36,0,0.76,33,621.971,NA,3.02456,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_186,OF,113,99,186,386,NA,28,2.16,181.52,5.88,8.04,32,588.384,NA,2.94959,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_195,AP,113,99,195,395,655,25,NA,NA,NA,NA,NA,NA,312.347,NA,1.4868,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_195,AP,113,99,195,395,NA,26,NA,NA,NA,NA,NA,NA,558.695,NA,2.847,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_195,C,113,99,195,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_195,OF,113,99,195,395,645,26,15.04,166.24,0,15.04,33,544.151,NA,2.64613,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_195,OF,113,99,195,395,NA,28,9.04,170.52,24.32,33.36,35,1014.66,NA,5.08653,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_212,AP,113,99,212,412,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_212,AP,113,99,212,412,691,25,NA,NA,NA,NA,NA,NA,156.395,NA,0.750599,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_212,C,113,99,212,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_212,OF,113,99,212,412,666,26,0.12,201.24,0,0.12,8,30.3703,NA,0.150706,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_212,OF,113,99,212,412,NA,27,7.88,161.56,0,7.88,35,537.639,NA,2.73357,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_213,AP,113,99,213,413,NA,27,NA,NA,NA,NA,NA,NA,337.109,NA,1.66129,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_213,AP,113,99,213,413,734,25,NA,NA,NA,NA,NA,NA,435.095,NA,2.0914,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_213,C,113,99,213,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_213,OF,113,99,213,413,714,26,0,205,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_213,OF,113,99,213,413,NA,27,0,155.4,4.64,4.64,30,589.384,NA,2.96829,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_215,AP,113,99,215,415,381,25,NA,NA,NA,NA,NA,NA,429.319,NA,2.05849,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_215,AP,113,99,215,415,NA,26,NA,NA,NA,NA,NA,NA,509.779,NA,2.56945,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_215,C,113,99,215,415,381,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4996.521739,2.3,8.97129,0.0897129,11.14666899,26.32351634,0.5028808
AD_CS2_113_99_215,OF,113,99,215,415,372,26,0,202.12,0,0,22,119.046,NA,0.57823,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_215,OF,113,99,215,415,NA,28,0,183.16,56.44,56.44,28,556.311,NA,2.76387,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_216,AP,113,99,216,416,820,25,NA,NA,NA,NA,NA,NA,264.281,NA,1.27034,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_216,AP,113,99,216,416,NA,26,NA,NA,NA,NA,NA,NA,436.591,NA,2.20056,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_216,C,113,99,216,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_216,OF,113,99,216,416,783,26,0,196.6,0,0,20,204.77,NA,1.02796,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_216,OF,113,99,216,416,NA,27,0,207.08,0.52,0.52,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_218,AP,113,99,218,418,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_218,AP,113,99,218,418,643,25,NA,NA,NA,NA,NA,NA,346.169,NA,1.71371,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_218,C,113,99,218,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_218,OF,113,99,218,418,NA,28,0,175.28,0,0,32,430.464,NA,2.15793,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_218,OF,113,99,218,418,628,26,7.6,186.48,0,7.6,27,222.505,NA,1.08075,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_219,AP,113,99,219,419,381,25,NA,NA,NA,NA,NA,NA,666.276,NA,3.17154,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_219,AP,113,99,219,419,NA,27,NA,NA,NA,NA,NA,NA,740.96,NA,3.65149,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_219,C,113,99,219,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_219,OF,113,99,219,419,354,26,6.44,185.52,0,6.44,27,282.31,NA,1.35466,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_219,OF,113,99,219,419,NA,27,2.88,135.28,17.8,20.68,24,234.237,NA,1.41755,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_220,AP,113,99,220,420,NA,26,NA,NA,NA,NA,NA,NA,161.042,NA,0.820638,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_220,AP,113,99,220,420,361,25,NA,NA,NA,NA,NA,NA,471.042,NA,2.23328,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_220,C,113,99,220,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_220,OF,113,99,220,420,356,26,6.48,187,0,6.48,28,235.439,NA,1.15388,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_220,OF,113,99,220,420,NA,28,0,197.16,17.8,17.8,20,196.272,NA,0.98629,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_221,AP,113,99,221,421,374,25,NA,NA,NA,NA,NA,NA,258.462,NA,1.24237,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_221,AP,113,99,221,421,NA,27,NA,NA,NA,NA,NA,NA,340.366,NA,1.67668,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_221,C,113,99,221,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_221,OF,113,99,221,421,311,26,0,208,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_221,OF,113,99,221,421,NA,27,5.84,181.88,14.8,20.64,28,427.06,NA,2.01786,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_226,AP,113,99,226,426,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_226,AP,113,99,226,426,NA,27,NA,NA,NA,NA,NA,NA,415.979,NA,2.09245,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_226,C,113,99,226,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_226,OF,113,99,226,426,498,26,0.6,197.2,0,0.6,29,319.953,NA,1.54358,NA,NA,NA,NA,NA,NA,NA,NA
AD_CS2_113_99_226,OF,113,99,226,426,NA,28,1.8,167.04,2.92,4.72,31,805.025,NA,4.03562,NA,NA,NA,NA,NA,NA,NA,NA
